Analysis Type,File Name,Label,Value,Is VAT/Tax Related
All Labels,IMG0113_638882808784444965.jpg,VAT/Tax Code,N/A,Yes
All Labels,IMG0114_638882808785542873.jpg,Currency,N/A,No
All Labels,IMG0114_638882808785542873.jpg,Item,N/A,No
All Labels,IMG0114_638882808785542873.jpg,Item Amount,N/A,No
All Labels,IMG0114_638882808785542873.jpg,Item Code,N/A,No
All Labels,IMG0114_638882808785542873.jpg,Item Quantity,N/A,No
All Labels,IMG0114_638882808785542873.jpg,Receipt Date,N/A,No
All Labels,IMG0114_638882808785542873.jpg,Supplier Name,N/A,No
All Labels,IMG0114_638882808785542873.jpg,Tax Amount,N/A,Yes
All Labels,IMG0114_638882808785542873.jpg,Total Amount,N/A,No
All Labels,IMG0114_638882808785542873.jpg,Unit Price,N/A,No
All Labels,IMG0114_638882808785542873.jpg,VAT/Tax Code,N/A,Yes
All Labels,IMG0115_638882808786931791.jpg,Currency,N/A,No
All Labels,IMG0115_638882808786931791.jpg,Item,N/A,No
All Labels,IMG0115_638882808786931791.jpg,Item Amount,N/A,No
All Labels,IMG0115_638882808786931791.jpg,Item Code,N/A,No
All Labels,IMG0115_638882808786931791.jpg,Item Quantity,N/A,No
All Labels,IMG0115_638882808786931791.jpg,Receipt Date,N/A,No
All Labels,IMG0115_638882808786931791.jpg,Supplier Name,N/A,No
All Labels,IMG0115_638882808786931791.jpg,Tax Amount,N/A,Yes
All Labels,IMG0115_638882808786931791.jpg,Total Amount,N/A,No
All Labels,IMG0115_638882808786931791.jpg,VAT/Tax Code,N/A,Yes
All Labels,IMG0116_638882808787772187.jpg,Currency,N/A,No
All Labels,IMG0116_638882808787772187.jpg,Item,N/A,No
All Labels,IMG0116_638882808787772187.jpg,Item Amount,N/A,No
All Labels,IMG0116_638882808787772187.jpg,Item Code,N/A,No
All Labels,IMG0116_638882808787772187.jpg,Item Quantity,N/A,No
All Labels,IMG0116_638882808787772187.jpg,Receipt Date,N/A,No
All Labels,IMG0116_638882808787772187.jpg,Supplier Name,N/A,No
All Labels,IMG0116_638882808787772187.jpg,Tax Amount,N/A,Yes
All Labels,IMG0116_638882808787772187.jpg,Total Amount,N/A,No
All Labels,IMG0116_638882808787772187.jpg,VAT/Tax Code,N/A,Yes
All Labels,IMG0117_638882808788602620.jpg,Currency,N/A,No
All Labels,IMG0117_638882808788602620.jpg,Item,N/A,No
All Labels,IMG0117_638882808788602620.jpg,Item Amount,N/A,No
All Labels,IMG0117_638882808788602620.jpg,Item Quantity,N/A,No
All Labels,IMG0117_638882808788602620.jpg,Receipt Date,N/A,No
All Labels,IMG0117_638882808788602620.jpg,Receipt ID,N/A,No
All Labels,IMG0117_638882808788602620.jpg,Supplier Name,N/A,No
All Labels,IMG0117_638882808788602620.jpg,Tax Amount,N/A,Yes
All Labels,IMG0117_638882808788602620.jpg,Total Amount,N/A,No
All Labels,IMG0117_638882808788602620.jpg,Unit Price,N/A,No
All Labels,IMG0119_638882808790380231.jpg,Item,N/A,No
All Labels,IMG0119_638882808790380231.jpg,Item Amount,N/A,No
All Labels,IMG0119_638882808790380231.jpg,Receipt Date,N/A,No
All Labels,IMG0119_638882808790380231.jpg,Supplier Name,N/A,No
All Labels,IMG0119_638882808790380231.jpg,Total Amount,N/A,No
All Labels,IMG0125_638882808797389302.jpg,Receipt Date,N/A,No
All Labels,IMG0125_638882808797389302.jpg,Supplier Name,N/A,No
All Labels,IMG0125_638882808797389302.jpg,Total Amount,N/A,No
All Labels,IMG0126_638882809274786496.jpg,Currency,N/A,No
All Labels,IMG0126_638882809274786496.jpg,Item,N/A,No
All Labels,IMG0126_638882809274786496.jpg,Item Amount,N/A,No
All Labels,IMG0126_638882809274786496.jpg,Item Quantity,N/A,No
All Labels,IMG0126_638882809274786496.jpg,Receipt Date,N/A,No
All Labels,IMG0126_638882809274786496.jpg,Receipt ID,N/A,No
All Labels,IMG0126_638882809274786496.jpg,Supplier Name,N/A,No
All Labels,IMG0126_638882809274786496.jpg,Tax Amount,N/A,Yes
All Labels,IMG0126_638882809274786496.jpg,Total Amount,N/A,No
All Labels,IMG0126_638882809274786496.jpg,Unit Price,N/A,No
All Labels,IMG0127_638882809276479581.jpg,Currency,N/A,No
All Labels,IMG0127_638882809276479581.jpg,Item,N/A,No
All Labels,IMG0127_638882809276479581.jpg,Item Amount,N/A,No
All Labels,IMG0127_638882809276479581.jpg,Item Code,N/A,No
All Labels,IMG0127_638882809276479581.jpg,Item Quantity,N/A,No
All Labels,IMG0127_638882809276479581.jpg,Receipt Date,N/A,No
All Labels,IMG0127_638882809276479581.jpg,Supplier Name,N/A,No
All Labels,IMG0127_638882809276479581.jpg,Tax Amount,N/A,Yes
All Labels,IMG0127_638882809276479581.jpg,Total Amount,N/A,No
All Labels,IMG0127_638882809276479581.jpg,Unit Price,N/A,No
All Labels,IMG0127_638882809276479581.jpg,VAT/Tax Code,N/A,Yes
All Labels,IMG0128_638882809277244658.jpg,Currency,N/A,No
All Labels,IMG0128_638882809277244658.jpg,Item,N/A,No
All Labels,IMG0128_638882809277244658.jpg,Item Amount,N/A,No
All Labels,IMG0128_638882809277244658.jpg,Item Code,N/A,No
All Labels,IMG0128_638882809277244658.jpg,Item Quantity,N/A,No
All Labels,IMG0128_638882809277244658.jpg,Receipt Date,N/A,No
All Labels,IMG0128_638882809277244658.jpg,Supplier Name,N/A,No
All Labels,IMG0128_638882809277244658.jpg,Tax Amount,N/A,Yes
All Labels,IMG0128_638882809277244658.jpg,Total Amount,N/A,No
All Labels,IMG0128_638882809277244658.jpg,Unit Price,N/A,No
All Labels,IMG0128_638882809277244658.jpg,VAT/Tax Code,N/A,Yes
All Labels,IMG0129_638882809277999964.jpg,Currency,N/A,No
All Labels,IMG0129_638882809277999964.jpg,Item,N/A,No
All Labels,IMG0129_638882809277999964.jpg,Item Amount,N/A,No
All Labels,IMG0129_638882809277999964.jpg,Item Code,N/A,No
All Labels,IMG0129_638882809277999964.jpg,Item Quantity,N/A,No
All Labels,IMG0129_638882809277999964.jpg,Receipt Date,N/A,No
All Labels,IMG0129_638882809277999964.jpg,Supplier Name,N/A,No
All Labels,IMG0129_638882809277999964.jpg,Tax Amount,N/A,Yes
All Labels,IMG0129_638882809277999964.jpg,Total Amount,N/A,No
All Labels,IMG0129_638882809277999964.jpg,Unit Price,N/A,No
All Labels,IMG0129_638882809277999964.jpg,VAT/Tax Code,N/A,Yes
All Labels,IMG0131_638882809280276458.jpg,Currency,N/A,No
All Labels,IMG0131_638882809280276458.jpg,Item,N/A,No
All Labels,IMG0131_638882809280276458.jpg,Item Amount,N/A,No
All Labels,IMG0131_638882809280276458.jpg,Receipt Date,N/A,No
All Labels,IMG0131_638882809280276458.jpg,Supplier Name,N/A,No
All Labels,IMG0131_638882809280276458.jpg,Tax Amount,N/A,Yes
All Labels,IMG0131_638882809280276458.jpg,Total Amount,N/A,No
All Labels,IMG0131_638882809280276458.jpg,VAT/Tax Code,N/A,Yes
All Labels,IMG0132_638882809281101376.jpg,Item,N/A,No
All Labels,IMG0132_638882809281101376.jpg,Item Amount,N/A,No
All Labels,IMG0132_638882809281101376.jpg,Item Quantity,N/A,No
All Labels,IMG0132_638882809281101376.jpg,Receipt Date,N/A,No
All Labels,IMG0132_638882809281101376.jpg,Supplier Name,N/A,No
All Labels,IMG0132_638882809281101376.jpg,Total Amount,N/A,No
All Labels,IMG0132_638882809281101376.jpg,Unit Price,N/A,No
All Labels,IMG0133_638882809282735163.jpg,Currency,N/A,No
All Labels,IMG0133_638882809282735163.jpg,Item,N/A,No
All Labels,IMG0133_638882809282735163.jpg,Item Amount,N/A,No
All Labels,IMG0133_638882809282735163.jpg,Item Code,N/A,No
All Labels,IMG0133_638882809282735163.jpg,Item Quantity,N/A,No
All Labels,IMG0133_638882809282735163.jpg,Receipt Date,N/A,No
All Labels,IMG0133_638882809282735163.jpg,Supplier Name,N/A,No
All Labels,IMG0133_638882809282735163.jpg,Tax Amount,N/A,Yes
All Labels,IMG0133_638882809282735163.jpg,Total Amount,N/A,No
All Labels,IMG0133_638882809282735163.jpg,Unit Price,N/A,No
All Labels,IMG0133_638882809282735163.jpg,VAT/Tax Code,N/A,Yes
All Labels,IMG0134_638882809284089830.jpg,Currency,N/A,No
All Labels,IMG0134_638882809284089830.jpg,Item,N/A,No
All Labels,IMG0134_638882809284089830.jpg,Item Amount,N/A,No
All Labels,IMG0134_638882809284089830.jpg,Item Quantity,N/A,No
All Labels,IMG0134_638882809284089830.jpg,Receipt Date,N/A,No
All Labels,IMG0134_638882809284089830.jpg,Receipt ID,N/A,No
All Labels,IMG0134_638882809284089830.jpg,Supplier Name,N/A,No
All Labels,IMG0134_638882809284089830.jpg,Tax Amount,N/A,Yes
All Labels,IMG0134_638882809284089830.jpg,Total Amount,N/A,No
All Labels,IMG0134_638882809284089830.jpg,Unit Price,N/A,No
All Labels,IMG0416_638882810142210245.jpg,Currency,N/A,No
All Labels,IMG0416_638882810142210245.jpg,Item,N/A,No
All Labels,IMG0416_638882810142210245.jpg,Item Amount,N/A,No
All Labels,IMG0416_638882810142210245.jpg,Item Code,N/A,No
All Labels,IMG0416_638882810142210245.jpg,Item Quantity,N/A,No
All Labels,IMG0416_638882810142210245.jpg,Receipt Date,N/A,No
All Labels,IMG0416_638882810142210245.jpg,Supplier Name,N/A,No
All Labels,IMG0416_638882810142210245.jpg,Tax Amount,N/A,Yes
All Labels,IMG0416_638882810142210245.jpg,Total Amount,N/A,No
All Labels,IMG0416_638882810142210245.jpg,VAT/Tax Code,N/A,Yes
All Labels,IMG0419_638882810146017356.jpg,Currency,N/A,No
All Labels,IMG0419_638882810146017356.jpg,Item,N/A,No
All Labels,IMG0419_638882810146017356.jpg,Item Amount,N/A,No
All Labels,IMG0419_638882810146017356.jpg,Item Code,N/A,No
All Labels,IMG0419_638882810146017356.jpg,Item Quantity,N/A,No
All Labels,IMG0419_638882810146017356.jpg,Receipt Date,N/A,No
All Labels,IMG0419_638882810146017356.jpg,Supplier Name,N/A,No
All Labels,IMG0419_638882810146017356.jpg,Tax Amount,N/A,Yes
All Labels,IMG0419_638882810146017356.jpg,Total Amount,N/A,No
All Labels,IMG0419_638882810146017356.jpg,Unit Price,N/A,No
All Labels,IMG0419_638882810146017356.jpg,VAT/Tax Code,N/A,Yes
All Labels,IMG0420_638882810147036153.jpg,Receipt Date,N/A,No
All Labels,IMG0420_638882810147036153.jpg,Supplier Name,N/A,No
All Labels,IMG0420_638882810147036153.jpg,Total Amount,N/A,No
All Labels,IMG0424_638882810530970822.jpg,Currency,N/A,No
All Labels,IMG0424_638882810530970822.jpg,Item,N/A,No
All Labels,IMG0424_638882810530970822.jpg,Item Amount,N/A,No
All Labels,IMG0424_638882810530970822.jpg,Item Quantity,N/A,No
All Labels,IMG0424_638882810530970822.jpg,Receipt Date,N/A,No
All Labels,IMG0424_638882810530970822.jpg,Receipt ID,N/A,No
All Labels,IMG0424_638882810530970822.jpg,Supplier Name,N/A,No
All Labels,IMG0424_638882810530970822.jpg,Tax Amount,N/A,Yes
All Labels,IMG0424_638882810530970822.jpg,Total Amount,N/A,No
All Labels,IMG0424_638882810530970822.jpg,Unit Price,N/A,No
All Labels,IMG0425_638882810532539568.jpg,Currency,N/A,No
All Labels,IMG0425_638882810532539568.jpg,Item,N/A,No
All Labels,IMG0425_638882810532539568.jpg,Item Amount,N/A,No
All Labels,IMG0425_638882810532539568.jpg,Item Code,N/A,No
All Labels,IMG0425_638882810532539568.jpg,Receipt Date,N/A,No
All Labels,IMG0425_638882810532539568.jpg,Supplier Name,N/A,No
All Labels,IMG0425_638882810532539568.jpg,Tax Amount,N/A,Yes
All Labels,IMG0425_638882810532539568.jpg,Total Amount,N/A,No
All Labels,IMG0425_638882810532539568.jpg,Unit Price,N/A,No
All Labels,IMG0425_638882810532539568.jpg,VAT/Tax Code,N/A,Yes
All Labels,IMG0551_638882810534210614.jpg,Currency,N/A,No
All Labels,IMG0551_638882810534210614.jpg,Item,N/A,No
All Labels,IMG0551_638882810534210614.jpg,Item Amount,N/A,No
All Labels,IMG0551_638882810534210614.jpg,Item Quantity,N/A,No
All Labels,IMG0551_638882810534210614.jpg,Receipt Date,N/A,No
All Labels,IMG0551_638882810534210614.jpg,Supplier Name,N/A,No
All Labels,IMG0551_638882810534210614.jpg,Tax Amount,N/A,Yes
All Labels,IMG0551_638882810534210614.jpg,Total Amount,N/A,No
All Labels,IMG0551_638882810534210614.jpg,Unit Price,N/A,No
All Labels,IMG0551_638882810534210614.jpg,VAT/Tax Code,N/A,Yes
All Labels,IMG0553_638882810536395363.jpg,Receipt Date,N/A,No
All Labels,IMG0553_638882810536395363.jpg,Supplier Name,N/A,No
All Labels,IMG0553_638882810536395363.jpg,Total Amount,N/A,No
All Labels,IMG0556_638882810539572067.jpg,Currency,N/A,No
All Labels,IMG0556_638882810539572067.jpg,Receipt Date,N/A,No
All Labels,IMG0556_638882810539572067.jpg,Receipt ID,N/A,No
All Labels,IMG0556_638882810539572067.jpg,Supplier Name,N/A,No
All Labels,IMG0556_638882810539572067.jpg,Total Amount,N/A,No
All Labels,IMG0558_638882810541718027.jpg,Currency,N/A,No
All Labels,IMG0558_638882810541718027.jpg,Item,N/A,No
All Labels,IMG0558_638882810541718027.jpg,Item Amount,N/A,No
All Labels,IMG0558_638882810541718027.jpg,Item Quantity,N/A,No
All Labels,IMG0558_638882810541718027.jpg,Receipt Date,N/A,No
All Labels,IMG0558_638882810541718027.jpg,Receipt ID,N/A,No
All Labels,IMG0558_638882810541718027.jpg,Supplier Name,N/A,No
All Labels,IMG0558_638882810541718027.jpg,Tax Amount,N/A,Yes
All Labels,IMG0558_638882810541718027.jpg,Total Amount,N/A,No
All Labels,IMG0558_638882810541718027.jpg,Unit Price,N/A,No
All Labels,IMG0559_638882810542650024.jpg,Item,N/A,No
All Labels,IMG0559_638882810542650024.jpg,Item Quantity,N/A,No
All Labels,IMG0559_638882810542650024.jpg,Receipt Date,N/A,No
All Labels,IMG0559_638882810542650024.jpg,Supplier Name,N/A,No
All Labels,IMG0559_638882810542650024.jpg,Tax Amount,N/A,Yes
All Labels,IMG0559_638882810542650024.jpg,Total Amount,N/A,No
All Labels,IMG0559_638882810542650024.jpg,Unit Price,N/A,No
All Labels,IMG0560_638882810543867520.jpg,Currency,N/A,No
All Labels,IMG0560_638882810543867520.jpg,Item,N/A,No
All Labels,IMG0560_638882810543867520.jpg,Item Amount,N/A,No
All Labels,IMG0560_638882810543867520.jpg,Item Code,N/A,No
All Labels,IMG0560_638882810543867520.jpg,Receipt Date,N/A,No
All Labels,IMG0560_638882810543867520.jpg,Supplier Name,N/A,No
All Labels,IMG0560_638882810543867520.jpg,Tax Amount,N/A,Yes
All Labels,IMG0560_638882810543867520.jpg,Total Amount,N/A,No
All Labels,IMG0560_638882810543867520.jpg,VAT/Tax Code,N/A,Yes
All Labels,IMG0563_638882810546827400.jpg,Currency,N/A,No
All Labels,IMG0563_638882810546827400.jpg,Item,N/A,No
All Labels,IMG0563_638882810546827400.jpg,Item Amount,N/A,No
All Labels,IMG0563_638882810546827400.jpg,Item Code,N/A,No
All Labels,IMG0563_638882810546827400.jpg,Item Quantity,N/A,No
All Labels,IMG0563_638882810546827400.jpg,Receipt Date,N/A,No
All Labels,IMG0563_638882810546827400.jpg,Supplier Name,N/A,No
All Labels,IMG0563_638882810546827400.jpg,Tax Amount,N/A,Yes
All Labels,IMG0563_638882810546827400.jpg,Total Amount,N/A,No
All Labels,IMG0563_638882810546827400.jpg,Unit Price,N/A,No
All Labels,IMG0563_638882810546827400.jpg,VAT/Tax Code,N/A,Yes
All Labels,IMG0565_638882810549557091.jpg,Currency,N/A,No
All Labels,IMG0565_638882810549557091.jpg,Item,N/A,No
All Labels,IMG0565_638882810549557091.jpg,Item Amount,N/A,No
All Labels,IMG0565_638882810549557091.jpg,Item Code,N/A,No
All Labels,IMG0565_638882810549557091.jpg,Item Quantity,N/A,No
All Labels,IMG0565_638882810549557091.jpg,Receipt Date,N/A,No
All Labels,IMG0565_638882810549557091.jpg,Supplier Name,N/A,No
All Labels,IMG0565_638882810549557091.jpg,Tax Amount,N/A,Yes
All Labels,IMG0565_638882810549557091.jpg,Total Amount,N/A,No
All Labels,IMG0565_638882810549557091.jpg,Unit Price,N/A,No
All Labels,IMG0565_638882810549557091.jpg,VAT/Tax Code,N/A,Yes
All Labels,IMG0599_638882810550453334.jpg,Currency,N/A,No
All Labels,IMG0599_638882810550453334.jpg,Receipt Date,N/A,No
All Labels,IMG0599_638882810550453334.jpg,Receipt ID,N/A,No
All Labels,IMG0599_638882810550453334.jpg,Supplier Name,N/A,No
All Labels,IMG0599_638882810550453334.jpg,Total Amount,N/A,No
All Labels,IMG0600_638882810551524290.jpg,Item,N/A,No
All Labels,IMG0600_638882810551524290.jpg,Item Amount,N/A,No
All Labels,IMG0600_638882810551524290.jpg,Item Code,N/A,No
All Labels,IMG0600_638882810551524290.jpg,Receipt Date,N/A,No
All Labels,IMG0600_638882810551524290.jpg,Supplier Name,N/A,No
All Labels,IMG0600_638882810551524290.jpg,Total Amount,N/A,No
All Labels,IMG0605_638882810818219079.jpg,Currency,N/A,No
All Labels,IMG0605_638882810818219079.jpg,Item,N/A,No
All Labels,IMG0605_638882810818219079.jpg,Item Amount,N/A,No
All Labels,IMG0605_638882810818219079.jpg,Item Quantity,N/A,No
All Labels,IMG0605_638882810818219079.jpg,Receipt Date,N/A,No
All Labels,IMG0605_638882810818219079.jpg,Receipt ID,N/A,No
All Labels,IMG0605_638882810818219079.jpg,Supplier Name,N/A,No
All Labels,IMG0605_638882810818219079.jpg,Tax Amount,N/A,Yes
All Labels,IMG0605_638882810818219079.jpg,Total Amount,N/A,No
All Labels,IMG0605_638882810818219079.jpg,Unit Price,N/A,No
All Labels,IMG0607_638882810822416317.jpg,Receipt Date,N/A,No
All Labels,IMG0607_638882810822416317.jpg,Supplier Name,N/A,No
All Labels,IMG0607_638882810822416317.jpg,Total Amount,N/A,No
All Labels,IMG1012_638882811292720784.jpg,Receipt Date,N/A,No
All Labels,IMG1012_638882811292720784.jpg,Receipt ID,N/A,No
All Labels,IMG1012_638882811292720784.jpg,Supplier Name,N/A,No
All Labels,IMG1012_638882811292720784.jpg,Total Amount,N/A,No
All Labels,IMG1012_638882811292720784.jpg,VAT/Tax Code,N/A,Yes
All Labels,IMG1013_638882811294163564.jpg,Currency,N/A,No
All Labels,IMG1013_638882811294163564.jpg,Item,N/A,No
All Labels,IMG1013_638882811294163564.jpg,Item Amount,N/A,No
