Analysis Type,File Name,Label,Value,Is VAT/Tax Related
All Labels,IMG0096_638882810140223019.jpg,Invoice ID,N/A,No
All Labels,IMG0096_638882810140223019.jpg,Supplier Name,N/A,No
All Labels,IMG0096_638882810140223019.jpg,Tax Amount,N/A,Yes
All Labels,IMG0096_638882810140223019.jpg,Total Amount,N/A,No
All Labels,IMG0096_638882810140223019.jpg,VAT/Tax Code,N/A,Yes
All Labels,IMG0098_638882808434017113.jpg,Currency,N/A,No
All Labels,IMG0098_638882808434017113.jpg,Invoice Date,N/A,No
All Labels,IMG0098_638882808434017113.jpg,Invoice ID,N/A,No
All Labels,IMG0098_638882808434017113.jpg,Supplier Name,N/A,No
All Labels,IMG0098_638882808434017113.jpg,Total Amount,N/A,No
All Labels,IMG0104_638882808439303621.jpg,Currency,N/A,No
All Labels,IMG0104_638882808439303621.jpg,Invoice Date,N/A,No
All Labels,IMG0104_638882808439303621.jpg,Invoice ID,N/A,No
All Labels,IMG0104_638882808439303621.jpg,Supplier Name,N/A,No
All Labels,IMG0104_638882808439303621.jpg,Total Amount,N/A,No
All Labels,IMG0105_638882808440073721.jpg,Currency,N/A,No
All Labels,IMG0105_638882808440073721.jpg,Invoice Date,N/A,No
All Labels,IMG0105_638882808440073721.jpg,Invoice ID,N/A,No
All Labels,IMG0105_638882808440073721.jpg,Supplier Name,N/A,No
All Labels,IMG0105_638882808440073721.jpg,Total Amount,N/A,No
All Labels,IMG0106_638882808777727918.jpg,Currency,N/A,No
All Labels,IMG0106_638882808777727918.jpg,Invoice Date,N/A,No
All Labels,IMG0106_638882808777727918.jpg,Invoice ID,N/A,No
All Labels,IMG0106_638882808777727918.jpg,Supplier Name,N/A,No
All Labels,IMG0106_638882808777727918.jpg,Total Amount,N/A,No
All Labels,IMG0107_638882808778734226.jpg,Currency,N/A,No
All Labels,IMG0107_638882808778734226.jpg,Invoice Date,N/A,No
All Labels,IMG0107_638882808778734226.jpg,Invoice ID,N/A,No
All Labels,IMG0107_638882808778734226.jpg,Item,N/A,No
All Labels,IMG0107_638882808778734226.jpg,Item Amount,N/A,No
All Labels,IMG0107_638882808778734226.jpg,Item Quantity,N/A,No
All Labels,IMG0107_638882808778734226.jpg,Supplier Name,N/A,No
All Labels,IMG0107_638882808778734226.jpg,Total Amount,N/A,No
All Labels,IMG0107_638882808778734226.jpg,unit price,N/A,No
All Labels,IMG0107_638882808778734226.jpg,vat_percent,N/A,Yes
All Labels,IMG0108_638882808779579363.jpg,Invoice Date,N/A,No
All Labels,IMG0108_638882808779579363.jpg,Invoice ID,N/A,No
All Labels,IMG0108_638882808779579363.jpg,Supplier Name,N/A,No
All Labels,IMG0108_638882808779579363.jpg,Tax Amount,N/A,Yes
All Labels,IMG0108_638882808779579363.jpg,Total Amount,N/A,No
All Labels,IMG0108_638882808779579363.jpg,VAT/Tax Code,N/A,Yes
All Labels,IMG0109_638882808780688653.jpg,Currency,N/A,No
All Labels,IMG0109_638882808780688653.jpg,Invoice Date,N/A,No
All Labels,IMG0109_638882808780688653.jpg,Invoice ID,N/A,No
All Labels,IMG0109_638882808780688653.jpg,Supplier Name,N/A,No
All Labels,IMG0109_638882808780688653.jpg,Total Amount,N/A,No
All Labels,IMG0110_638882808782092146.jpg,Currency,N/A,No
All Labels,IMG0110_638882808782092146.jpg,Invoice Date,N/A,No
All Labels,IMG0110_638882808782092146.jpg,Invoice ID,N/A,No
All Labels,IMG0110_638882808782092146.jpg,Supplier Name,N/A,No
All Labels,IMG0110_638882808782092146.jpg,Total Amount,N/A,No
All Labels,IMG0118_638882808789644960.jpg,Currency,N/A,No
All Labels,IMG0118_638882808789644960.jpg,Invoice Date,N/A,No
All Labels,IMG0118_638882808789644960.jpg,Invoice ID,N/A,No
All Labels,IMG0118_638882808789644960.jpg,Item,N/A,No
All Labels,IMG0118_638882808789644960.jpg,Item Amount,N/A,No
All Labels,IMG0118_638882808789644960.jpg,Item Quantity,N/A,No
All Labels,IMG0118_638882808789644960.jpg,Supplier Name,N/A,No
All Labels,IMG0118_638882808789644960.jpg,Total Amount,N/A,No
All Labels,IMG0118_638882808789644960.jpg,unit price,N/A,No
All Labels,IMG0120_638882808791620928.jpg,Currency,N/A,No
All Labels,IMG0120_638882808791620928.jpg,Invoice Date,N/A,No
All Labels,IMG0120_638882808791620928.jpg,Invoice ID,N/A,No
All Labels,IMG0120_638882808791620928.jpg,Item,N/A,No
All Labels,IMG0120_638882808791620928.jpg,Item Amount,N/A,No
All Labels,IMG0120_638882808791620928.jpg,Item Quantity,N/A,No
All Labels,IMG0120_638882808791620928.jpg,Supplier Name,N/A,No
All Labels,IMG0120_638882808791620928.jpg,Total Amount,N/A,No
All Labels,IMG0121_638882808793523008.jpg,Currency,N/A,No
All Labels,IMG0121_638882808793523008.jpg,Invoice Date,N/A,No
All Labels,IMG0121_638882808793523008.jpg,Item,N/A,No
All Labels,IMG0121_638882808793523008.jpg,Item Amount,N/A,No
All Labels,IMG0121_638882808793523008.jpg,Item Quantity,N/A,No
All Labels,IMG0121_638882808793523008.jpg,Supplier Name,N/A,No
All Labels,IMG0121_638882808793523008.jpg,Total Amount,N/A,No
All Labels,IMG0122_638882808794368144.jpg,Currency,N/A,No
All Labels,IMG0122_638882808794368144.jpg,Invoice Date,N/A,No
All Labels,IMG0122_638882808794368144.jpg,Item Amount,N/A,No
All Labels,IMG0122_638882808794368144.jpg,Item Quantity,N/A,No
All Labels,IMG0122_638882808794368144.jpg,Supplier Name,N/A,No
All Labels,IMG0122_638882808794368144.jpg,Total Amount,N/A,No
All Labels,IMG0123_638882808795171654.jpg,Currency,N/A,No
All Labels,IMG0123_638882808795171654.jpg,Invoice Date,N/A,No
All Labels,IMG0123_638882808795171654.jpg,Invoice ID,N/A,No
All Labels,IMG0123_638882808795171654.jpg,Supplier Name,N/A,No
All Labels,IMG0123_638882808795171654.jpg,Total Amount,N/A,No
All Labels,IMG0124_638882808796093251.jpg,Currency,N/A,No
All Labels,IMG0124_638882808796093251.jpg,Invoice Date,N/A,No
All Labels,IMG0124_638882808796093251.jpg,Invoice ID,N/A,No
All Labels,IMG0124_638882808796093251.jpg,Supplier Name,N/A,No
All Labels,IMG0124_638882808796093251.jpg,Total Amount,N/A,No
All Labels,IMG0130_638882809279341262.jpg,Currency,N/A,No
All Labels,IMG0130_638882809279341262.jpg,Invoice Date,N/A,No
All Labels,IMG0130_638882809279341262.jpg,Invoice ID,N/A,No
All Labels,IMG0130_638882809279341262.jpg,Supplier Name,N/A,No
All Labels,IMG0130_638882809279341262.jpg,Total Amount,N/A,No
All Labels,IMG0135_638882809285458629.jpg,Invoice Date,N/A,No
All Labels,IMG0135_638882809285458629.jpg,Invoice ID,N/A,No
All Labels,IMG0135_638882809285458629.jpg,Item,N/A,No
All Labels,IMG0135_638882809285458629.jpg,Item Amount,N/A,No
All Labels,IMG0135_638882809285458629.jpg,Item Quantity,N/A,No
All Labels,IMG0135_638882809285458629.jpg,Supplier Name,N/A,No
All Labels,IMG0135_638882809285458629.jpg,Tax Amount,N/A,Yes
All Labels,IMG0135_638882809285458629.jpg,Total Amount,N/A,No
All Labels,IMG0135_638882809285458629.jpg,VAT/Tax Code,N/A,Yes
All Labels,IMG0135_638882809285458629.jpg,unit price,N/A,No
All Labels,IMG0136_638882809286294062.jpg,Currency,N/A,No
All Labels,IMG0136_638882809286294062.jpg,Invoice Date,N/A,No
All Labels,IMG0136_638882809286294062.jpg,Invoice ID,N/A,No
All Labels,IMG0136_638882809286294062.jpg,Item,N/A,No
All Labels,IMG0136_638882809286294062.jpg,Item Amount,N/A,No
All Labels,IMG0136_638882809286294062.jpg,Item Quantity,N/A,No
All Labels,IMG0136_638882809286294062.jpg,Supplier Name,N/A,No
All Labels,IMG0136_638882809286294062.jpg,Total Amount,N/A,No
All Labels,IMG0136_638882809286294062.jpg,unit price,N/A,No
All Labels,IMG0136_638882809286294062.jpg,vat_percent,N/A,Yes
All Labels,IMG0137_638882809287817147.jpg,Invoice Date,N/A,No
All Labels,IMG0137_638882809287817147.jpg,Invoice ID,N/A,No
All Labels,IMG0137_638882809287817147.jpg,Supplier Name,N/A,No
All Labels,IMG0137_638882809287817147.jpg,Tax Amount,N/A,Yes
All Labels,IMG0137_638882809287817147.jpg,Total Amount,N/A,No
All Labels,IMG0137_638882809287817147.jpg,VAT/Tax Code,N/A,Yes
All Labels,IMG0138_638882809288492957.jpg,Currency,N/A,No
All Labels,IMG0138_638882809288492957.jpg,Invoice Date,N/A,No
All Labels,IMG0138_638882809288492957.jpg,Invoice ID,N/A,No
All Labels,IMG0138_638882809288492957.jpg,Item,N/A,No
All Labels,IMG0138_638882809288492957.jpg,Item Amount,N/A,No
All Labels,IMG0138_638882809288492957.jpg,Item Quantity,N/A,No
All Labels,IMG0138_638882809288492957.jpg,Supplier Name,N/A,No
All Labels,IMG0138_638882809288492957.jpg,Total Amount,N/A,No
All Labels,IMG0138_638882809288492957.jpg,unit price,N/A,No
All Labels,IMG0138_638882809288492957.jpg,vat_percent,N/A,Yes
All Labels,IMG0139_638882809290131934.jpg,Invoice Date,N/A,No
All Labels,IMG0139_638882809290131934.jpg,Invoice ID,N/A,No
All Labels,IMG0139_638882809290131934.jpg,Supplier Name,N/A,No
All Labels,IMG0139_638882809290131934.jpg,Tax Amount,N/A,Yes
All Labels,IMG0139_638882809290131934.jpg,Total Amount,N/A,No
All Labels,IMG0139_638882809290131934.jpg,VAT/Tax Code,N/A,Yes
All Labels,IMG0140_638882809291824386.jpg,Currency,N/A,No
All Labels,IMG0140_638882809291824386.jpg,Invoice Date,N/A,No
All Labels,IMG0140_638882809291824386.jpg,Invoice ID,N/A,No
All Labels,IMG0140_638882809291824386.jpg,Item,N/A,No
All Labels,IMG0140_638882809291824386.jpg,Item Amount,N/A,No
All Labels,IMG0140_638882809291824386.jpg,Item Quantity,N/A,No
All Labels,IMG0140_638882809291824386.jpg,Supplier Name,N/A,No
All Labels,IMG0140_638882809291824386.jpg,Total Amount,N/A,No
All Labels,IMG0140_638882809291824386.jpg,unit price,N/A,No
All Labels,IMG0140_638882809291824386.jpg,vat_percent,N/A,Yes
All Labels,IMG0141_638882809292884961.jpg,Invoice Date,N/A,No
All Labels,IMG0141_638882809292884961.jpg,Invoice ID,N/A,No
All Labels,IMG0141_638882809292884961.jpg,Supplier Name,N/A,No
All Labels,IMG0141_638882809292884961.jpg,Tax Amount,N/A,Yes
All Labels,IMG0141_638882809292884961.jpg,Total Amount,N/A,No
All Labels,IMG0141_638882809292884961.jpg,VAT/Tax Code,N/A,Yes
All Labels,IMG0142_638882809293915367.jpg,Currency,N/A,No
All Labels,IMG0142_638882809293915367.jpg,Invoice Date,N/A,No
All Labels,IMG0142_638882809293915367.jpg,Invoice ID,N/A,No
All Labels,IMG0142_638882809293915367.jpg,Item,N/A,No
All Labels,IMG0142_638882809293915367.jpg,Item Amount,N/A,No
All Labels,IMG0142_638882809293915367.jpg,Item Quantity,N/A,No
All Labels,IMG0142_638882809293915367.jpg,Supplier Name,N/A,No
All Labels,IMG0142_638882809293915367.jpg,Total Amount,N/A,No
All Labels,IMG0142_638882809293915367.jpg,unit price,N/A,No
All Labels,IMG0345_638882810141158448.jpg,Currency,N/A,No
All Labels,IMG0345_638882810141158448.jpg,Invoice Date,N/A,No
All Labels,IMG0345_638882810141158448.jpg,Invoice ID,N/A,No
All Labels,IMG0345_638882810141158448.jpg,Item,N/A,No
All Labels,IMG0345_638882810141158448.jpg,Item Amount,N/A,No
All Labels,IMG0345_638882810141158448.jpg,Item Quantity,N/A,No
All Labels,IMG0345_638882810141158448.jpg,Supplier Name,N/A,No
All Labels,IMG0345_638882810141158448.jpg,Total Amount,N/A,No
All Labels,IMG0345_638882810141158448.jpg,unit price,N/A,No
All Labels,IMG0417_638882810143569994.jpg,Currency,N/A,No
All Labels,IMG0417_638882810143569994.jpg,Invoice Date,N/A,No
All Labels,IMG0417_638882810143569994.jpg,Invoice ID,N/A,No
All Labels,IMG0417_638882810143569994.jpg,Supplier Name,N/A,No
All Labels,IMG0417_638882810143569994.jpg,Total Amount,N/A,No
All Labels,IMG0418_638882810144493215.jpg,Currency,N/A,No
All Labels,IMG0418_638882810144493215.jpg,Invoice Date,N/A,No
All Labels,IMG0418_638882810144493215.jpg,Invoice ID,N/A,No
All Labels,IMG0418_638882810144493215.jpg,Supplier Name,N/A,No
All Labels,IMG0418_638882810144493215.jpg,Total Amount,N/A,No
All Labels,IMG0421_638882810147987049.jpg,Currency,N/A,No
All Labels,IMG0421_638882810147987049.jpg,Invoice Date,N/A,No
All Labels,IMG0421_638882810147987049.jpg,Invoice ID,N/A,No
All Labels,IMG0421_638882810147987049.jpg,Supplier Name,N/A,No
All Labels,IMG0421_638882810147987049.jpg,Total Amount,N/A,No
All Labels,IMG0423_638882810149458346.jpg,Currency,N/A,No
All Labels,IMG0423_638882810149458346.jpg,Invoice Date,N/A,No
All Labels,IMG0423_638882810149458346.jpg,Invoice ID,N/A,No
All Labels,IMG0423_638882810149458346.jpg,Supplier Name,N/A,No
All Labels,IMG0423_638882810149458346.jpg,Total Amount,N/A,No
All Labels,IMG0426_638882810533325914.jpg,Currency,N/A,No
All Labels,IMG0426_638882810533325914.jpg,Invoice Date,N/A,No
All Labels,IMG0426_638882810533325914.jpg,Invoice ID,N/A,No
All Labels,IMG0426_638882810533325914.jpg,Item,N/A,No
All Labels,IMG0426_638882810533325914.jpg,Item Amount,N/A,No
All Labels,IMG0426_638882810533325914.jpg,Item Quantity,N/A,No
All Labels,IMG0426_638882810533325914.jpg,Supplier Name,N/A,No
All Labels,IMG0426_638882810533325914.jpg,Total Amount,N/A,No
All Labels,IMG0426_638882810533325914.jpg,unit price,N/A,No
All Labels,IMG0426_638882810533325914.jpg,vat_percent,N/A,Yes
All Labels,IMG0552_638882810535289278.jpg,Currency,N/A,No
All Labels,IMG0552_638882810535289278.jpg,Invoice Date,N/A,No
All Labels,IMG0552_638882810535289278.jpg,Invoice ID,N/A,No
All Labels,IMG0552_638882810535289278.jpg,Supplier Name,N/A,No
All Labels,IMG0552_638882810535289278.jpg,Total Amount,N/A,No
All Labels,IMG0554_638882810537479513.jpg,Currency,N/A,No
All Labels,IMG0554_638882810537479513.jpg,Invoice Date,N/A,No
All Labels,IMG0554_638882810537479513.jpg,Invoice ID,N/A,No
All Labels,IMG0554_638882810537479513.jpg,Supplier Name,N/A,No
All Labels,IMG0554_638882810537479513.jpg,Total Amount,N/A,No
All Labels,IMG0555_638882810538585415.jpg,Currency,N/A,No
All Labels,IMG0555_638882810538585415.jpg,Invoice Date,N/A,No
All Labels,IMG0555_638882810538585415.jpg,Invoice ID,N/A,No
All Labels,IMG0555_638882810538585415.jpg,Supplier Name,N/A,No
All Labels,IMG0555_638882810538585415.jpg,Total Amount,N/A,No
All Labels,IMG0561_638882810544696244.jpg,Currency,N/A,No
All Labels,IMG0561_638882810544696244.jpg,Invoice Date,N/A,No
All Labels,IMG0561_638882810544696244.jpg,Invoice ID,N/A,No
All Labels,IMG0561_638882810544696244.jpg,Item,N/A,No
All Labels,IMG0561_638882810544696244.jpg,Item Amount,N/A,No
All Labels,IMG0561_638882810544696244.jpg,Item Quantity,N/A,No
All Labels,IMG0561_638882810544696244.jpg,Supplier Name,N/A,No
All Labels,IMG0561_638882810544696244.jpg,Total Amount,N/A,No
All Labels,IMG0561_638882810544696244.jpg,unit price,N/A,No
All Labels,IMG0562_638882810545490459.jpg,Currency,N/A,No
All Labels,IMG0562_638882810545490459.jpg,Invoice Date,N/A,No
All Labels,IMG0562_638882810545490459.jpg,Invoice ID,N/A,No
All Labels,IMG0562_638882810545490459.jpg,Item,N/A,No
All Labels,IMG0562_638882810545490459.jpg,Item Amount,N/A,No
All Labels,IMG0562_638882810545490459.jpg,Item Quantity,N/A,No
All Labels,IMG0562_638882810545490459.jpg,Supplier Name,N/A,No
All Labels,IMG0562_638882810545490459.jpg,Tax Amount,N/A,Yes
All Labels,IMG0562_638882810545490459.jpg,Total Amount,N/A,No
All Labels,IMG0562_638882810545490459.jpg,VAT/Tax Code,N/A,Yes
All Labels,IMG0562_638882810545490459.jpg,unit price,N/A,No
All Labels,IMG0562_638882810545490459.jpg,vat_percent,N/A,Yes
All Labels,IMG0601_638882810809987697.jpg,Currency,N/A,No
All Labels,IMG0601_638882810809987697.jpg,Invoice Date,N/A,No
All Labels,IMG0601_638882810809987697.jpg,Invoice ID,N/A,No
All Labels,IMG0601_638882810809987697.jpg,Supplier Name,N/A,No
All Labels,IMG0601_638882810809987697.jpg,Total Amount,N/A,No
All Labels,IMG0602_638882810811694146.jpg,Currency,N/A,No
All Labels,IMG0602_638882810811694146.jpg,Invoice Date,N/A,No
All Labels,IMG0602_638882810811694146.jpg,Invoice ID,N/A,No
All Labels,IMG0602_638882810811694146.jpg,Supplier Name,N/A,No
All Labels,IMG0602_638882810811694146.jpg,Total Amount,N/A,No
All Labels,IMG0603_638882810814203348.jpg,Currency,N/A,No
All Labels,IMG0603_638882810814203348.jpg,Invoice Date,N/A,No
All Labels,IMG0603_638882810814203348.jpg,Invoice ID,N/A,No
All Labels,IMG0603_638882810814203348.jpg,Supplier Name,N/A,No
All Labels,IMG0603_638882810814203348.jpg,Total Amount,N/A,No
All Labels,IMG0608_638882810823941231.jpg,Invoice Date,N/A,No
All Labels,IMG0608_638882810823941231.jpg,Invoice ID,N/A,No
All Labels,IMG0608_638882810823941231.jpg,Item,N/A,No
All Labels,IMG0608_638882810823941231.jpg,Item Amount,N/A,No
All Labels,IMG0608_638882810823941231.jpg,Item Quantity,N/A,No
All Labels,IMG0608_638882810823941231.jpg,Supplier Name,N/A,No
All Labels,IMG0608_638882810823941231.jpg,unit price,N/A,No
All Labels,IMG0608_638882810823941231.jpg,vat_percent,N/A,Yes
All Labels,IMG0609_638882810826021827.jpg,Currency,N/A,No
All Labels,IMG0609_638882810826021827.jpg,Invoice Date,N/A,No
All Labels,IMG0609_638882810826021827.jpg,Invoice ID,N/A,No
All Labels,IMG0609_638882810826021827.jpg,Supplier Name,N/A,No
All Labels,IMG0609_638882810826021827.jpg,Tax Amount,N/A,Yes
All Labels,IMG0609_638882810826021827.jpg,Total Amount,N/A,No
All Labels,IMG0609_638882810826021827.jpg,VAT/Tax Code,N/A,Yes
All Labels,IMG1010_638882811290673796.jpg,Currency,N/A,No
All Labels,IMG1010_638882811290673796.jpg,Invoice Date,N/A,No
All Labels,IMG1010_638882811290673796.jpg,Invoice ID,N/A,No
All Labels,IMG1010_638882811290673796.jpg,Supplier Name,N/A,No
All Labels,IMG1010_638882811290673796.jpg,Total Amount,N/A,No
All Labels,IMG1011_638882811291805064.jpg,Currency,N/A,No
All Labels,IMG1011_638882811291805064.jpg,Invoice Date,N/A,No
All Labels,IMG1011_638882811291805064.jpg,Invoice ID,N/A,No
All Labels,IMG1011_638882811291805064.jpg,Supplier Name,N/A,No
All Labels,IMG1011_638882811291805064.jpg,Total Amount,N/A,No
All Labels,IMG1027_638882811303889434.jpg,Invoice Date,N/A,No
All Labels,IMG1027_638882811303889434.jpg,Invoice ID,N/A,No
All Labels,IMG1027_638882811303889434.jpg,Item,N/A,No
All Labels,IMG1027_638882811303889434.jpg,Item Amount,N/A,No
All Labels,IMG1027_638882811303889434.jpg,Item Quantity,N/A,No
All Labels,IMG1027_638882811303889434.jpg,unit price,N/A,No
All Labels,IMG1027_638882811303889434.jpg,vat_percent,N/A,Yes
All Labels,IMG1028_638882811305234850.jpg,Currency,N/A,No
All Labels,IMG1028_638882811305234850.jpg,Invoice Date,N/A,No
All Labels,IMG1028_638882811305234850.jpg,Invoice ID,N/A,No
All Labels,IMG1028_638882811305234850.jpg,Tax Amount,N/A,Yes
All Labels,IMG1028_638882811305234850.jpg,Total Amount,N/A,No
All Labels,IMG1028_638882811305234850.jpg,VAT/Tax Code,N/A,Yes
All Labels,IMG1029_638882811306094086.jpg,Currency,N/A,No
All Labels,IMG1029_638882811306094086.jpg,Invoice Date,N/A,No
All Labels,IMG1029_638882811306094086.jpg,Invoice ID,N/A,No
All Labels,IMG1029_638882811306094086.jpg,Item,N/A,No
All Labels,IMG1029_638882811306094086.jpg,Item Amount,N/A,No
All Labels,IMG1029_638882811306094086.jpg,Item Quantity,N/A,No
All Labels,IMG1029_638882811306094086.jpg,Supplier Name,N/A,No
All Labels,IMG1029_638882811306094086.jpg,Tax Amount,N/A,Yes
All Labels,IMG1029_638882811306094086.jpg,Total Amount,N/A,No
All Labels,IMG1029_638882811306094086.jpg,VAT/Tax Code,N/A,Yes
All Labels,IMG1029_638882811306094086.jpg,unit price,N/A,No
All Labels,IMG1030_638882811307386846.jpg,Invoice Date,N/A,No
All Labels,IMG1030_638882811307386846.jpg,Invoice ID,N/A,No
All Labels,IMG1030_638882811307386846.jpg,Item,N/A,No
All Labels,IMG1030_638882811307386846.jpg,Item Amount,N/A,No
All Labels,IMG1030_638882811307386846.jpg,Item Quantity,N/A,No
All Labels,IMG1030_638882811307386846.jpg,Supplier Name,N/A,No
All Labels,IMG1030_638882811307386846.jpg,Tax Amount,N/A,Yes
All Labels,IMG1030_638882811307386846.jpg,Total Amount,N/A,No
All Labels,IMG1030_638882811307386846.jpg,VAT/Tax Code,N/A,Yes
All Labels,IMG1030_638882811307386846.jpg,unit price,N/A,No
All Labels,IMG1030_638882811307386846.jpg,vat_percent,N/A,Yes
All Labels,IMG9944_638882809297774903.jpg,Currency,N/A,No
All Labels,IMG9944_638882809297774903.jpg,Invoice Date,N/A,No
All Labels,IMG9944_638882809297774903.jpg,Invoice ID,N/A,No
All Labels,IMG9944_638882809297774903.jpg,Supplier Name,N/A,No
All Labels,IMG9944_638882809297774903.jpg,Total Amount,N/A,No
All Labels,IMG9948_638882809523341312.jpg,Currency,N/A,No
All Labels,IMG9948_638882809523341312.jpg,Invoice Date,N/A,No
All Labels,IMG9948_638882809523341312.jpg,Invoice ID,N/A,No
All Labels,IMG9948_638882809523341312.jpg,Supplier Name,N/A,No
All Labels,IMG9948_638882809523341312.jpg,Total Amount,N/A,No
VAT/Tax Only,IMG0036_638882808429891937.jpg,vat_percent,N/A,Yes
VAT/Tax Only,IMG0037_638882808430742491.jpg,Tax Amount,N/A,Yes
VAT/Tax Only,IMG0037_638882808430742491.jpg,VAT/Tax Code,N/A,Yes
VAT/Tax Only,IMG0043_638882810137603510.jpg,Tax Amount,N/A,Yes
VAT/Tax Only,IMG0043_638882810137603510.jpg,VAT/Tax Code,N/A,Yes
VAT/Tax Only,IMG0043_638882810137603510.jpg,vat_percent,N/A,Yes
VAT/Tax Only,IMG0095_638882810139090472.jpg,vat_percent,N/A,Yes
VAT/Tax Only,IMG0096_638882810140223019.jpg,Tax Amount,N/A,Yes
VAT/Tax Only,IMG0096_638882810140223019.jpg,VAT/Tax Code,N/A,Yes
VAT/Tax Only,IMG0107_638882808778734226.jpg,vat_percent,N/A,Yes
VAT/Tax Only,IMG0108_638882808779579363.jpg,Tax Amount,N/A,Yes
